81;23;0;Spawn
40;15;Wall;#;true
41;15;Wall;#;true
42;15;Wall;#;true
43;15;Air; ;false
44;15;Air; ;false
45;15;Wall;#;true
46;15;Air; ;false
47;15;Air; ;false
48;15;Air; ;false
49;15;Air; ;false
50;15;Air; ;false
51;15;Air; ;false
52;15;Air; ;false
53;15;Air; ;false
54;15;Air; ;false
55;15;Air; ;false
56;15;Air; ;false
57;15;Air; ;false
58;15;Air; ;false
59;15;Air; ;false
60;15;Air; ;false
61;15;Air; ;false
62;15;Air; ;false
63;15;Air; ;false
64;15;Air; ;false
65;15;Air; ;false
66;15;Air; ;false
67;15;Air; ;false
68;15;Air; ;false
69;15;Air; ;false
70;15;Air; ;false
71;15;Air; ;false
72;15;Air; ;false
73;15;Air; ;false
74;15;Air; ;false
75;15;Air; ;false
76;15;Air; ;false
77;15;Air; ;false
78;15;Air; ;false
79;15;Wall;#;true
80;15;Air; ;false
0;16;Air; ;false
1;16;Wall;#;true
2;16;Air; ;false
3;16;Air; ;false
4;16;Air; ;false
5;16;Air; ;false
6;16;Air; ;false
7;16;Air; ;false
8;16;Air; ;false
9;16;Air; ;false
10;16;Air; ;false
11;16;Air; ;false
12;16;Air; ;false
13;16;Air; ;false
14;16;Air; ;false
15;16;Air; ;false
16;16;Air; ;false
17;16;Air; ;false
18;16;Air; ;false
19;16;Air; ;false
20;16;Air; ;false
21;16;Air; ;false
22;16;Air; ;false
23;16;Air; ;false
24;16;Air; ;false
25;16;Air; ;false
26;16;Air; ;false
27;16;Air; ;false
28;16;Air; ;false
29;16;Air; ;false
30;16;Air; ;false
31;16;Air; ;false
32;16;Air; ;false
33;16;Air; ;false
34;16;Air; ;false
35;16;Air; ;false
36;16;Air; ;false
37;16;Air; ;false
38;16;Air; ;false
39;16;Air; ;false
40;16;Air; ;false
41;16;Air; ;false
42;16;Air; ;false
43;16;Air; ;false
44;16;Air; ;false
45;16;Air; ;false
46;16;Air; ;false
47;16;Air; ;false
48;16;Air; ;false
49;16;Air; ;false
50;16;Air; ;false
51;16;Air; ;false
52;16;Air; ;false
53;16;Air; ;false
54;16;Air; ;false
55;16;Air; ;false
56;16;Air; ;false
57;16;Air; ;false
58;16;Air; ;false
59;16;Air; ;false
60;16;Air; ;false
61;16;Air; ;false
62;16;Air; ;false
63;16;Air; ;false
64;16;Air; ;false
65;16;Air; ;false
66;16;Air; ;false
67;16;Air; ;false
68;16;Air; ;false
69;16;Air; ;false
70;16;Air; ;false
71;16;Air; ;false
72;16;Air; ;false
73;16;Air; ;false
74;16;Air; ;false
75;16;Air; ;false
76;16;Air; ;false
77;16;Air; ;false
78;16;Air; ;false
79;16;Wall;#;true
80;16;Air; ;false
0;17;Air; ;false
1;17;Wall;#;true
2;17;Air; ;false
3;17;Air; ;false
4;17;Air; ;false
5;17;Air; ;false
6;17;Air; ;false
7;17;Air; ;false
8;17;Air; ;false
9;17;Air; ;false
10;17;Air; ;false
11;17;Air; ;false
12;17;Air; ;false
13;17;Air; ;false
14;17;Air; ;false
15;17;Air; ;false
16;17;Air; ;false
17;17;Air; ;false
18;17;Air; ;false
19;17;Air; ;false
20;17;Air; ;false
21;17;Air; ;false
22;17;Air; ;false
23;17;Air; ;false
24;17;Air; ;false
25;17;Air; ;false
26;17;Air; ;false
27;17;Air; ;false
28;17;Air; ;false
29;17;Air; ;false
30;17;Air; ;false
31;17;Air; ;false
32;17;Air; ;false
33;17;Air; ;false
34;17;Air; ;false
35;17;Air; ;false
36;17;Air; ;false
37;17;Air; ;false
38;17;Air; ;false
39;17;Air; ;false
40;17;Air; ;false
41;17;Air; ;false
42;17;Air; ;false
43;17;Air; ;false
44;17;Air; ;false
45;17;Air; ;false
46;17;Air; ;false
47;17;Air; ;false
48;17;Air; ;false
49;17;Air; ;false
50;17;Air; ;false
51;17;Air; ;false
52;17;Air; ;false
53;17;Air; ;false
54;17;Air; ;false
55;17;Air; ;false
56;17;Air; ;false
57;17;Air; ;false
58;17;Air; ;false
59;17;Air; ;false
60;17;Air; ;false
61;17;Air; ;false
62;17;Air; ;false
63;17;Air; ;false
64;17;Air; ;false
65;17;Air; ;false
66;17;Air; ;false
67;17;Air; ;false
68;17;Air; ;false
69;17;Air; ;false
70;17;Air; ;false
71;17;Air; ;false
72;17;Air; ;false
73;17;Air; ;false
74;17;Air; ;false
75;17;Air; ;false
76;17;Air; ;false
77;17;Air; ;false
78;17;Air; ;false
79;17;Wall;#;true
80;17;Air; ;false
0;18;Air; ;false
1;18;Wall;#;true
2;18;Air; ;false
3;18;Air; ;false
4;18;Air; ;false
5;18;Air; ;false
6;18;Air; ;false
7;18;Air; ;false
8;18;Air; ;false
9;18;Air; ;false
10;18;Air; ;false
11;18;Air; ;false
12;18;Air; ;false
13;18;Air; ;false
14;18;Air; ;false
15;18;Air; ;false
16;18;Air; ;false
17;18;Air; ;false
18;18;Air; ;false
19;18;Air; ;false
20;18;Air; ;false
21;18;Air; ;false
22;18;Air; ;false
23;18;Air; ;false
24;18;Air; ;false
25;18;Air; ;false
26;18;Air; ;false
27;18;Air; ;false
28;18;Air; ;false
29;18;Air; ;false
30;18;Air; ;false
31;18;Air; ;false
32;18;Air; ;false
33;18;Air; ;false
34;18;Air; ;false
35;18;Air; ;false
36;18;Air; ;false
37;18;Air; ;false
38;18;Air; ;false
39;18;Air; ;false
40;18;Air; ;false
41;18;Air; ;false
42;18;Air; ;false
43;18;Air; ;false
44;18;Air; ;false
45;18;Air; ;false
46;18;Air; ;false
47;18;Air; ;false
48;18;Air; ;false
49;18;Air; ;false
50;18;Air; ;false
51;18;Air; ;false
52;18;Air; ;false
53;18;Air; ;false
54;18;Air; ;false
55;18;Air; ;false
56;18;Air; ;false
57;18;Air; ;false
58;18;Air; ;false
59;18;Air; ;false
60;18;Air; ;false
61;18;Air; ;false
62;18;Air; ;false
63;18;Air; ;false
64;18;Air; ;false
65;18;Air; ;false
66;18;Air; ;false
67;18;Air; ;false
68;18;Air; ;false
69;18;Air; ;false
70;18;Air; ;false
71;18;Air; ;false
72;18;Air; ;false
73;18;Air; ;false
74;18;Air; ;false
75;18;Air; ;false
76;18;Air; ;false
77;18;Air; ;false
78;18;Air; ;false
79;18;Wall;#;true
80;18;Air; ;false
0;19;Air; ;false
1;19;Wall;#;true
2;19;Air; ;false
3;19;Air; ;false
4;19;Air; ;false
5;19;Air; ;false
6;19;Air; ;false
7;19;Air; ;false
8;19;Air; ;false
9;19;Air; ;false
10;19;Air; ;false
11;19;Air; ;false
12;19;Air; ;false
13;19;Air; ;false
14;19;Air; ;false
15;19;Air; ;false
16;19;Air; ;false
17;19;Air; ;false
18;19;Air; ;false
19;19;Air; ;false
20;19;Air; ;false
21;19;Air; ;false
22;19;Air; ;false
23;19;Air; ;false
24;19;Air; ;false
25;19;Air; ;false
26;19;Air; ;false
27;19;Air; ;false
28;19;Air; ;false
29;19;Air; ;false
30;19;Air; ;false
31;19;Air; ;false
32;19;Air; ;false
33;19;Air; ;false
34;19;Air; ;false
35;19;Air; ;false
36;19;Air; ;false
37;19;Air; ;false
38;19;Air; ;false
39;19;Air; ;false
40;19;Air; ;false
41;19;Air; ;false
42;19;Air; ;false
43;19;Air; ;false
44;19;Air; ;false
45;19;Air; ;false
46;19;Air; ;false
47;19;Air; ;false
48;19;Air; ;false
49;19;Air; ;false
50;19;Air; ;false
51;19;Air; ;false
52;19;Air; ;false
53;19;Air; ;false
54;19;Air; ;false
55;19;Air; ;false
56;19;Air; ;false
57;19;Air; ;false
58;19;Air; ;false
59;19;Air; ;false
60;19;Air; ;false
61;19;Air; ;false
62;19;Air; ;false
63;19;Air; ;false
64;19;Air; ;false
65;19;Air; ;false
66;19;Air; ;false
67;19;Air; ;false
68;19;Air; ;false
69;19;Air; ;false
70;19;Air; ;false
71;19;Air; ;false
72;19;Air; ;false
73;19;Air; ;false
74;19;Air; ;false
75;19;Air; ;false
76;19;Air; ;false
77;19;Air; ;false
78;19;Air; ;false
79;19;Wall;#;true
80;19;Air; ;false
0;20;Air; ;false
1;20;Wall;#;true
2;20;Air; ;false
3;20;Air; ;false
4;20;Air; ;false
5;20;Air; ;false
6;20;Air; ;false
7;20;Air; ;false
8;20;Air; ;false
9;20;Air; ;false
10;20;Air; ;false
11;20;Air; ;false
12;20;Air; ;false
13;20;Air; ;false
14;20;Air; ;false
15;20;Air; ;false
16;20;Air; ;false
17;20;Air; ;false
18;20;Air; ;false
19;20;Air; ;false
20;20;Air; ;false
21;20;Air; ;false
22;20;Air; ;false
23;20;Air; ;false
24;20;Air; ;false
25;20;Air; ;false
26;20;Air; ;false
27;20;Air; ;false
28;20;Air; ;false
29;20;Air; ;false
30;20;Air; ;false
31;20;Air; ;false
32;20;Air; ;false
33;20;Air; ;false
34;20;Air; ;false
35;20;Air; ;false
36;20;Air; ;false
37;20;Air; ;false
38;20;Air; ;false
39;20;Air; ;false
40;20;Air; ;false
41;20;Air; ;false
42;20;Air; ;false
43;20;Air; ;false
44;20;Air; ;false
45;20;Air; ;false
46;20;Air; ;false
47;20;Air; ;false
48;20;Air; ;false
49;20;Air; ;false
50;20;Air; ;false
51;20;Air; ;false
52;20;Air; ;false
53;20;Air; ;false
54;20;Air; ;false
55;20;Air; ;false
56;20;Air; ;false
57;20;Air; ;false
58;20;Air; ;false
59;20;Air; ;false
60;20;Air; ;false
61;20;Air; ;false
62;20;Air; ;false
63;20;Air; ;false
64;20;Air; ;false
65;20;Air; ;false
66;20;Air; ;false
67;20;Air; ;false
68;20;Air; ;false
69;20;Air; ;false
70;20;Air; ;false
71;20;Air; ;false
72;20;Air; ;false
73;20;Air; ;false
74;20;Air; ;false
75;20;Air; ;false
76;20;Air; ;false
77;20;Air; ;false
78;20;Air; ;false
79;20;Wall;#;true
80;20;Air; ;false
0;21;Air; ;false
1;21;Wall;#;true
2;21;Wall;#;true
3;21;Wall;#;true
4;21;Wall;#;true
5;21;Wall;#;true
6;21;Wall;#;true
7;21;Wall;#;true
8;21;Wall;#;true
9;21;Wall;#;true
10;21;Wall;#;true
11;21;Wall;#;true
12;21;Wall;#;true
13;21;Wall;#;true
14;21;Wall;#;true
15;21;Wall;#;true
16;21;Wall;#;true
17;21;Wall;#;true
18;21;Wall;#;true
19;21;Wall;#;true
20;21;Wall;#;true
21;21;Wall;#;true
22;21;Wall;#;true
23;21;Wall;#;true
24;21;Wall;#;true
25;21;Wall;#;true
26;21;Wall;#;true
27;21;Wall;#;true
28;21;Wall;#;true
29;21;Wall;#;true
30;21;Wall;#;true
31;21;Wall;#;true
32;21;Wall;#;true
33;21;Wall;#;true
34;21;Wall;#;true
35;21;Wall;#;true
36;21;Wall;#;true
37;21;Wall;#;true
38;21;Wall;#;true
39;21;Wall;#;true
40;21;Wall;#;true
41;21;Wall;#;true
42;21;Wall;#;true
43;21;Wall;#;true
44;21;Wall;#;true
45;21;Wall;#;true
46;21;Wall;#;true
47;21;Wall;#;true
48;21;Wall;#;true
49;21;Wall;#;true
50;21;Wall;#;true
51;21;Wall;#;true
52;21;Wall;#;true
53;21;Wall;#;true
54;21;Wall;#;true
55;21;Wall;#;true
56;21;Wall;#;true
57;21;Wall;#;true
58;21;Wall;#;true
59;21;Wall;#;true
60;21;Wall;#;true
61;21;Wall;#;true
62;21;Wall;#;true
63;21;Wall;#;true
64;21;Wall;#;true
65;21;Wall;#;true
66;21;Wall;#;true
67;21;Wall;#;true
68;21;Wall;#;true
69;21;Wall;#;true
70;21;Wall;#;true
71;21;Wall;#;true
72;21;Wall;#;true
73;21;Wall;#;true
74;21;Wall;#;true
75;21;Wall;#;true
76;21;Wall;#;true
77;21;Wall;#;true
78;21;Wall;#;true
79;21;Wall;#;true
80;21;Air; ;false
0;22;Air; ;false
1;22;Air; ;false
2;22;Air; ;false
3;22;Air; ;false
4;22;Air; ;false
5;22;Air; ;false
6;22;Air; ;false
7;22;Air; ;false
8;22;Air; ;false
9;22;Air; ;false
10;22;Air; ;false
11;22;Air; ;false
12;22;Air; ;false
13;22;Air; ;false
14;22;Air; ;false
15;22;Air; ;false
16;22;Air; ;false
17;22;Air; ;false
18;22;Air; ;false
19;22;Air; ;false
20;22;Air; ;false
21;22;Air; ;false
22;22;Air; ;false
23;22;Air; ;false
24;22;Air; ;false
25;22;Air; ;false
26;22;Air; ;false
27;22;Air; ;false
28;22;Air; ;false
29;22;Air; ;false
30;22;Air; ;false
31;22;Air; ;false
32;22;Air; ;false
33;22;Air; ;false
34;22;Air; ;false
35;22;Air; ;false
36;22;Air; ;false
37;22;Air; ;false
38;22;Air; ;false
39;22;Air; ;false
40;22;Air; ;false
41;22;Air; ;false
42;22;Air; ;false
43;22;Air; ;false
44;22;Air; ;false
45;22;Air; ;false
46;22;Air; ;false
47;22;Air; ;false
48;22;Air; ;false
49;22;Air; ;false
50;22;Air; ;false
51;22;Air; ;false
52;22;Air; ;false
53;22;Air; ;false
54;22;Air; ;false
55;22;Air; ;false
56;22;Air; ;false
57;22;Air; ;false
58;22;Air; ;false
59;22;Air; ;false
60;22;Air; ;false
61;22;Air; ;false
62;22;Air; ;false
63;22;Air; ;false
64;22;Air; ;false
65;22;Air; ;false
66;22;Air; ;false
67;22;Air; ;false
68;22;Air; ;false
69;22;Air; ;false
70;22;Air; ;false
71;22;Air; ;false
72;22;Air; ;false
73;22;Air; ;false
74;22;Air; ;false
75;22;Air; ;false
76;22;Air; ;false
77;22;Air; ;false
78;22;Air; ;false
79;22;Air; ;false
80;22;Air; ;falsee
